num,gX,gY,gZ,aX,aY,aZ,pitch,roll
0.0,0.37359,-0.35359,0.43756,-0.00523,-0.01327,0.08561,-0.15346,-0.060291
0.0,0.84687,-1.77344,0.25435,-0.0106,0.00773,0.25114,0.030741,-0.042165
0.0,0.55679,-1.08641,-0.05099,0.006,0.00871,0.0861,0.100532,0.069235
0.0,2.14458,1.26473,0.04061,-0.00328,0.03312,-0.16537,0.19763,-0.019424
0.0,0.8774,-0.52153,0.11695,-0.00621,0.02726,0.08512,0.309165,-0.069322
0.0,1.51863,0.45557,0.52916,0.00258,0.03214,-0.17269,0.184008,0.014704
0.0,-0.57298,-0.50626,-0.12733,-0.01597,0.03703,0.01823,0.99124,-0.369255
0.0,-0.3745,-0.61313,-0.40214,0.02016,-0.01034,0.0319,-0.267365,0.541333
0.0,-1.56534,0.15023,-0.63115,0.0104,-0.00301,-0.0682,-0.043643,0.151121
0.0,0.03771,-2.52153,0.45282,-0.02134,0.04728,0.40641,0.115658,-0.052116
0.0,-0.57298,-0.36886,-0.53954,-0.04722,0.03361,-0.08773,0.325342,-0.46576
0.0,-1.59588,-0.49099,-0.2342,-0.06236,0.05119,0.07096,0.496558,-0.619195
0.0,2.92321,0.83725,0.48336,-0.03453,0.02873,-0.01449,0.654412,-0.820681
0.0,0.25145,-0.15511,0.14748,-0.02183,0.0258,0.04118,0.505518,-0.422267
0.0,-2.02336,-0.09405,-0.24947,-0.0106,0.04044,0.04704,0.697966,-0.16925
0.0,-0.1913,-0.5826,-0.03573,-0.00279,-0.06844,0.02702,-1.193024,-0.037873
0.0,0.6484,-0.29252,0.19328,-0.01841,0.01701,-0.04964,0.310788,-0.337464
0.0,2.09878,0.05863,0.40702,-0.00328,0.03556,-0.02962,0.873243,-0.07067
0.0,0.14458,0.01282,0.28489,0.01967,0.02433,0.09782,0.239188,0.192748
0.0,-0.08443,-1.16275,-0.26473,-0.01451,0.03703,-0.12728,0.281365,-0.109005
0.0,-2.46611,1.00519,-0.98229,-0.04283,0.01212,-0.33919,0.035447,-0.125517
0.0,-0.54244,-1.33069,0.20855,0.04555,0.04337,0.19645,0.211855,0.222667
0.0,-0.38977,0.11969,0.37649,0.01577,-0.0162,0.10465,-0.151856,0.147798
0.0,-2.42031,0.44031,-0.47847,0.00014,0.03263,0.00846,1.317036,0.004201
0.0,-1.45847,4.33344,-0.66168,-0.00572,0.0839,-0.4725,0.175726,-0.011914
0.0,1.24382,0.31817,0.07115,-0.015,-0.08163,-0.01986,-1.274893,-0.176638
0.0,-2.34397,1.17313,-0.92122,0.01479,0.03605,-0.07796,0.426415,0.170516
0.0,-0.3745,-1.45282,-0.09679,-0.03257,0.07072,0.20231,0.33231,-0.150834
0.0,-0.81725,-1.7887,-0.47847,-0.04966,0.10832,0.11979,0.695881,-0.298335
0.0,-0.72565,0.62351,-0.46321,-0.00962,-0.02694,-0.11507,-0.229185,-0.081253
0.0,-1.61115,0.79145,-0.84489,-0.01597,0.01896,0.04704,0.364622,-0.305104
0.0,-0.80198,0.63878,-0.55481,0.00209,0.05314,-0.13412,0.377203,0.01452
0.0,-1.73328,0.05863,-0.87542,-0.02476,-0.01131,0.02604,-0.305024,-0.717195
0.0,-0.54244,1.2342,-0.52427,-0.01207,-0.01327,-0.10335,-0.12681,-0.115275
0.0,-1.22947,0.05863,-0.38687,0.00014,0.05216,0.02653,1.100314,0.00242
0.0,-1.32107,-0.33832,-0.40214,-0.01109,0.04826,0.06413,0.638056,-0.137301
0.0,-1.77908,1.05099,0.04061,0.00307,0.00187,-0.11849,0.015776,0.025911
0.0,-1.44321,-0.65893,-0.24947,0.00063,0.05167,0.05729,0.733881,0.008164
0.0,-0.71038,0.71511,-0.11206,-0.01255,-0.00252,-0.00228,-0.195329,-1.306171
0.0,-1.04626,0.51664,-0.17313,-0.01011,-0.0079,-0.0306,-0.240256,-0.309686
0.0,-1.19893,-0.21618,-0.21893,-0.0233,0.05851,0.03727,0.92654,-0.323975
0.0,5.57969,0.98992,1.29252,-0.03697,0.04923,-0.00863,0.913961,-0.63681
0.0,5.41176,-0.78107,1.09405,-0.02476,0.06583,0.32877,0.197086,-0.073712
0.0,5.45756,-1.97191,1.6284,0.01967,-0.08846,0.15836,-0.506167,0.10803
0.0,3.45756,6.13496,0.10168,-0.01792,0.07462,-0.55648,0.133237,-0.031914
0.0,4.38885,4.98992,0.51389,-0.01109,0.04191,-0.33529,0.124282,-0.032805
0.0,2.51099,-4.64366,0.16275,0.02749,-0.00057,0.36198,-0.001574,0.075786
0.0,0.35832,-2.30779,0.30015,-0.01695,0.12785,0.35807,0.342581,-0.044546
0.0,2.05298,-1.8345,-0.08153,-0.02183,0.06779,0.06657,0.768948,-0.225861
0.0,4.74,3.03573,1.17038,-0.01646,0.03312,-0.1722,0.189171,-0.09359
0.0,3.97664,0.77618,0.59023,0.03383,-0.01131,-0.04378,-0.201682,0.642316
0.0,2.61786,1.43267,-0.1426,0.00942,-0.00985,-0.23861,-0.04122,0.039421
0.0,2.37359,1.99756,0.30015,-0.02623,0.06681,-0.16634,0.377701,-0.145269
0.0,1.96137,-4.91847,0.62076,-0.03892,0.05412,0.64323,0.083782,-0.060223
0.0,2.40412,-0.56733,0.52916,0.07534,-0.00155,0.01432,-0.020182,1.381873
0.0,2.63313,-2.79634,0.7429,0.07387,-0.08163,-0.08626,-0.623175,0.556452
0.0,3.65603,-3.63603,0.89557,-0.01011,0.04435,0.44743,0.098776,-0.022487
0.0,3.16748,0.73038,0.49863,-0.01451,-0.02254,-0.14193,-0.156721,-0.100606
0.0,2.70947,-6.04824,0.40702,-0.0565,0.07316,0.60856,0.119135,-0.091917
0.0,1.06061,2.71511,0.04061,0.00161,0.0341,-0.42318,0.080399,0.003784
0.0,5.7629,-2.6742,1.50626,0.00014,-0.00252,0.236,-0.010696,0.0006
0.0,4.32779,-1.92611,0.45282,0.01479,-0.01083,0.17887,-0.06024,0.082347
0.0,3.8087,-4.01771,1.04824,-0.0106,0.059,0.2194,0.262405,-0.046625
0.0,2.6026,-3.6055,0.57496,0.05971,-0.08163,0.1818,-0.403195,0.291117
0.0,1.77817,0.10443,0.26962,0.01528,-0.02352,-0.14193,-0.163301,0.105803
0.0,0.03771,1.00519,-0.11206,-0.01451,0.03361,-0.22103,0.150578,-0.064796
0.0,1.48809,-0.27725,-0.26473,0.01235,0.01701,-0.02181,0.596165,0.419918
0.0,2.17511,-0.96427,0.49863,-0.02476,0.02335,0.10514,0.212932,-0.225969
0.0,0.35832,5.78382,0.02534,0.00698,-0.04208,-0.62142,-0.067601,0.011202
0.0,-1.44321,0.13496,-0.1884,-0.02183,0.09855,-0.15804,0.553334,-0.116681
0.0,-2.11496,0.85252,-0.31053,0.00551,-0.01766,-0.1683,-0.104503,0.032566
0.0,-2.29817,0.28763,-0.55481,-0.01744,0.03703,-0.09798,0.356172,-0.164952
0.0,-2.81725,-0.93374,-0.66168,-0.00425,0.06437,0.19352,0.321042,-0.02085
0.0,-0.20656,-0.47573,0.23908,0.05825,-0.03231,-0.2723,-0.115513,0.209307
0.0,1.74763,-1.84977,0.49863,-0.02037,0.06339,0.33268,0.187953,-0.060064
0.0,-0.42031,0.3487,-0.02046,0.00698,0.04777,-0.03646,0.910167,0.115595
0.0,-0.66458,0.51664,0.19328,0.02163,0.01017,-0.06576,0.145888,0.314244
0.0,-1.07679,0.11969,0.33069,-0.00914,0.02921,0.09684,0.291765,-0.090073
0.0,-0.1913,-2.20092,0.04061,0.01088,0.04044,-0.00179,1.304543,0.262632
0.0,-0.77145,0.92885,0.33069,0.00991,0.03996,0.1154,0.332199,0.080952
0.0,-1.3516,0.40977,-0.21893,0.00258,0.04923,0.06901,0.619356,0.030461
0.0,-1.50427,-1.86504,-0.24947,-0.00718,-0.02254,0.21647,-0.103713,-0.03299
0.0,-1.62641,-0.09405,-0.31053,-0.02867,0.04386,0.02702,0.839047,-0.507803
0.0,0.12931,-0.20092,0.33069,0.00795,-0.04549,0.02213,-1.093647,0.155945
0.0,2.23618,-1.95664,0.34595,0.00698,-0.06209,0.23307,-0.26026,0.02892
0.0,3.77817,1.82962,0.43756,0.02114,0.01896,-0.26009,0.07253,0.080878
0.0,2.46519,-0.15511,-0.24947,-0.015,-0.02059,-0.03792,-0.467563,-0.334427
0.0,0.89267,1.28,0.37649,-0.00523,-0.03036,-0.16097,-0.186297,-0.031913
0.0,0.06824,0.02809,-0.55481,0.00405,-0.00692,0.08903,-0.077481,0.0453
0.0,0.77053,-0.97954,-0.55481,-0.01744,0.06242,0.13639,0.426123,-0.115728
0.0,-1.38214,1.20366,-0.53954,0.00991,0.0341,-0.17513,0.191987,0.055471
0.0,0.32779,-1.77344,0.23908,-0.00425,0.00968,0.19059,0.050747,-0.022282
0.0,0.95374,-0.94901,-0.52427,-0.03648,0.08097,0.10026,0.649204,-0.275849
0.0,1.19802,-0.49099,0.11695,-0.00621,0.07707,0.13004,0.53447,-0.041032
0.0,1.04534,-1.17802,0.16275,-0.03599,0.00919,0.10661,0.081533,-0.324471
0.0,0.57206,-0.42992,0.10168,0.00112,0.03166,0.01823,1.047538,0.030602
0.0,-0.02336,-0.46046,-0.08153,-0.02378,-0.00545,0.03678,-0.123879,-0.569049
0.0,2.06824,-0.18565,0.23908,-0.0189,0.03898,0.00407,1.11035,-0.449377
0.0,0.40412,1.63115,0.13221,-0.01939,0.04484,-0.11947,0.354797,-0.150797
0.0,-1.07679,0.71511,-0.31053,0.00405,-0.04452,-0.1224,-0.348656,0.03107
0.0,-0.71038,0.1655,0.17802,0.0187,0.01457,-0.01888,0.50142,0.664917
0.0,-0.06916,-0.21618,0.25435,0.02944,0.06583,0.03141,0.991681,0.383583
0.0,1.04534,-1.11695,0.13221,0.00747,-8e-05,0.03874,-0.002104,0.190404
0.0,-0.11496,0.08916,-0.24947,0.01674,-0.02352,-0.11068,-0.207108,0.146907
0.0,-0.26763,-2.09405,-0.03573,0.00698,-0.06063,0.19059,-0.307799,0.034873
0.0,-0.42031,-0.8116,0.14748,0.00893,0.02775,0.06803,0.384303,0.120956
0.0,0.34305,-1.43756,-0.09679,0.00747,-0.04305,0.12565,-0.329558,0.056151
0.0,-1.1226,-0.72,-0.21893,0.00942,-0.02108,0.00749,-1.052154,0.398544
0.0,-2.3745,0.82198,-0.24947,0.00014,0.00724,-0.07699,0.093781,0.001831
0.0,-1.38214,-0.65893,-0.11206,0.02749,-0.04891,-0.09408,-0.462881,0.253635
0.0,-2.87832,0.73038,-0.06626,-0.02671,0.00236,-0.02425,0.065271,-0.831303
0.0,-4.57298,-0.7658,-0.96702,-0.02281,0.00968,0.07536,0.122367,-0.291636
0.0,-4.40504,0.65405,-1.36397,0.006,-0.04745,-0.05892,-0.675417,0.079161
0.0,-3.06153,-1.97191,0.19328,0.00307,-0.00106,-0.17855,-0.005933,0.017199
0.0,-4.90885,0.60824,-1.2571,0.01821,0.059,-0.11947,0.454172,0.135813
0.0,-3.29053,-0.82687,-0.15786,0.04897,-0.00545,0.10807,-0.045936,0.424971
0.0,-1.29053,0.44031,-0.49374,-0.0106,0.03507,0.0026,1.269081,-0.292752
0.0,-2.3745,0.86779,-0.57008,0.02016,-0.06893,-0.14046,-0.452189,0.128147
0.0,-1.68748,-2.99481,-0.35634,-0.00035,0.03361,0.22672,0.147163,-0.001512
0.0,-3.79435,0.07389,-0.72275,-0.01402,0.06242,0.00749,1.321486,-0.219407
0.0,-3.10733,-0.00244,-0.52427,0.00454,0.06632,0.0319,1.118567,0.061558
0.0,-2.29817,2.62351,-0.63115,-0.00279,-0.01913,-0.1058,-0.178789,-0.025927
0.0,-2.61878,2.47084,-0.67695,0.00356,0.00236,-0.21322,0.011059,0.016692
0.0,-0.63405,-0.52153,-0.1426,-0.02281,0.06242,0.19743,0.304309,-0.109708
0.0,-0.57298,0.22656,-0.29527,0.00063,-0.045,-0.06185,-0.629011,0.008235
0.0,-3.2142,2.51664,-0.24947,0.03725,-0.05526,-0.30501,-0.17793,0.119599
0.0,-3.01573,-0.07878,-1.08916,0.00942,-0.02157,-0.07796,-0.268028,0.115917
0.0,-3.22947,2.08916,-0.67695,0.01577,-0.01083,-0.05599,-0.183995,0.269734
0.0,-3.44321,1.03573,-0.81435,-0.03208,0.06681,-0.04281,0.895619,-0.384252
0.0,-1.53481,-0.82687,0.11695,-0.00523,0.04191,0.02018,1.1092,-0.111956
0.0,-3.33634,-1.28489,-0.1426,0.027,-0.04256,0.09831,-0.395512,0.246875
0.0,-2.48137,-0.72,-0.55481,0.027,0.02238,0.07633,0.269653,0.327193
0.0,0.03771,-0.53679,-0.1426,-0.03599,0.0131,0.1525,0.083412,-0.230939
0.0,2.6942,1.15786,1.29252,0.00698,0.03703,-0.0389,0.752806,0.129199
0.0,1.19802,-0.64366,0.10168,0.006,-0.00399,0.12272,-0.032457,0.048835
0.0,2.23618,-0.30779,0.10168,0.01918,-0.00057,0.03483,-0.014366,0.503416
0.0,1.06061,0.71511,0.46809,0.01577,0.01261,-0.05257,0.225868,0.283755
0.0,0.48046,-0.26198,0.20855,0.02065,0.04044,0.0612,0.559466,0.274405
0.0,1.54916,0.18076,-0.3716,-0.00132,0.04777,-0.07601,0.561004,-0.014738
0.0,0.34305,0.53191,0.19328,-0.02183,0.03361,-0.0599,0.485151,-0.307757
0.0,0.8774,2.65405,0.43756,0.02114,-0.01034,-0.30892,-0.033371,0.06828
0.0,0.93847,1.46321,0.39176,-0.05601,0.05949,-0.11849,0.42608,-0.399709
0.0,1.25908,0.13496,0.57496,-0.02134,0.07169,-0.01107,1.247234,-0.286132
0.0,3.18275,1.81435,0.52916,0.00698,0.03703,0.00016,1.384484,0.186262
0.0,2.14458,2.1655,0.97191,0.01772,-0.01571,-0.10433,-0.147358,0.166396
0.0,3.36595,-0.15511,0.6513,-0.0316,0.10246,0.04313,1.089833,-0.276931
0.0,2.67893,0.45557,0.48336,-0.00669,-0.03231,-0.05111,-0.559909,-0.110265
0.0,2.05298,-1.25435,0.46809,0.00209,-0.00692,0.21305,-0.032462,0.009827
0.0,0.84687,-0.7658,0.31542,0.02211,-0.03963,-0.05013,-0.62622,0.333144
0.0,1.45756,0.01282,0.13221,0.00209,0.05851,-0.00277,1.511531,0.035746
0.0,1.93084,-2.65893,-0.08153,0.05776,-0.04452,0.06461,-0.474511,0.634553
0.0,2.61786,-1.31542,0.77344,-0.02867,0.05021,0.111,0.412803,-0.231101
0.0,0.6484,0.19603,0.57496,0.01967,-0.02401,-0.16781,-0.141155,0.115536
0.0,3.42702,-0.94901,0.14748,-0.03306,0.02628,0.06901,0.330868,-0.420952
0.0,2.15985,-0.6742,0.51389,-0.01939,-0.03377,0.12711,-0.256861,-0.146368
0.0,2.00718,-0.90321,0.84977,0.03725,0.03898,0.00553,0.802619,0.757748
0.0,1.04534,-1.26962,0.20855,-0.00425,0.04191,0.08659,0.450304,-0.044182
0.0,1.7171,0.59298,0.46809,0.01625,-0.05379,0.04801,-0.8151,0.22173
0.0,1.79344,0.33344,-0.00519,0.00502,-0.02352,-0.14242,-0.163575,0.034794
0.0,-3.67221,0.44031,-0.53954,-0.00669,0.04923,0.03288,0.972622,-0.112599
0.0,-1.09206,-0.13985,-0.55481,-0.01451,0.04679,0.10417,0.418618,-0.126362
0.0,-0.77145,-0.44519,-0.15786,0.00112,0.01261,0.15348,0.081988,0.007261
0.0,-1.1684,-2.17038,0.23908,-0.00914,0.00822,0.13297,0.061577,-0.068465
0.0,-3.58061,1.63115,-0.75328,0.01235,0.00089,-0.12191,0.007292,0.100947
0.0,-3.18366,2.95939,-0.61588,-0.01939,0.0214,-0.25423,0.08374,-0.075852
0.0,-1.3974,0.59298,-0.15786,0.006,-0.01815,-0.14925,-0.120911,0.039892
0.0,1.39649,-1.57496,0.54443,0.04604,-0.04452,0.09635,-0.394966,0.409276
0.0,-4.05389,3.61588,-0.82962,0.00942,0.03214,-0.28597,0.111871,0.032719
0.0,-3.44321,2.3945,-0.28,0.01284,0.0297,-0.37289,0.07944,0.034304
0.0,-0.57298,-3.51389,0.17802,-0.03306,0.03751,0.257,0.143781,-0.126615
0.0,-3.80962,-0.33832,-0.70748,-0.06236,0.05851,0.20182,0.270218,-0.28848
0.0,-0.78672,-0.17038,-0.40214,-0.00523,-0.01473,-0.00326,-1.174698,-0.333658
0.0,-2.02336,-0.82687,-1.04336,-0.01304,0.05509,0.13639,0.382313,-0.08843
0.0,-2.26763,-3.6971,-0.00519,-0.0189,0.0463,0.51286,0.089981,-0.036689
0.0,-1.87069,2.48611,-0.1426,0.03725,-0.02108,-0.01888,-0.467424,0.92112
0.0,-0.3287,-1.31542,0.13221,0.03286,-0.04793,0.18571,-0.2489,0.169664
0.0,-1.09206,-1.8345,-0.21893,0.02651,0.0175,0.4235,0.041207,0.06246
0.0,-0.1913,-0.8574,-0.02046,-0.0023,0.04337,0.09,0.448941,-0.023014
0.0,1.45756,0.18076,0.59023,-0.04283,-0.00741,-0.04964,-0.1125,-0.706376
0.0,-0.49664,-0.75053,-0.3258,-0.00083,-0.06112,-0.04037,-0.987003,-0.011399
0.0,-0.89359,1.50901,-0.3716,-0.02671,0.02238,-0.0599,0.32882,-0.395746
0.0,-1.70275,0.01282,-0.3258,-0.02183,0.05363,0.05387,0.745158,-0.27967
0.0,0.17511,-0.15511,-0.50901,-0.0521,-0.00887,-0.00863,-0.166433,-1.337603
0.0,-0.90885,0.85252,-0.31053,0.01674,-0.00448,-0.05697,-0.075266,0.285025
0.0,-0.20656,-0.84214,-0.28,0.02358,-0.02401,0.11295,-0.205141,0.201419
0.0,-3.93176,1.28,-1.08916,-0.01207,-0.0284,-0.1805,-0.155735,-0.065935
0.0,-3.79435,-2.78107,-0.98229,-0.08775,0.03605,0.36784,0.095043,-0.233101
0.0,-1.32107,-2.75053,-0.31053,-0.04429,0.03068,0.34831,0.087155,-0.126003
0.0,-2.84779,4.07389,-1.05863,-0.01255,-0.03329,-0.31722,-0.104466,-0.039337
0.0,-1.19893,2.28763,-0.66168,0.02211,-0.02792,-0.25716,-0.107732,0.085284
0.0,-1.67221,0.54718,0.02534,0.0143,0.00529,-0.15023,0.035027,0.094855
0.0,1.19802,-0.21618,0.37649,-0.02134,0.08195,0.16227,0.464206,-0.116869
0.0,0.46519,2.22656,-0.15786,-0.06968,-0.0162,-0.16244,-0.091378,-0.403451
0.0,1.56443,-1.94137,-0.12733,-0.00035,0.04923,0.37516,0.130487,-0.000916
0.0,-1.19893,-2.8574,-0.73802,-0.03941,0.05656,0.27653,0.19978,-0.138727
0.0,-4.57298,-0.94901,-0.86015,-0.07798,-0.02987,0.28727,-0.100006,-0.263719
0.0,-3.13786,-0.8574,-1.2113,-0.02818,-0.02157,0.13395,-0.156277,-0.204781
0.0,-1.62641,1.66168,-0.4174,0.01528,-0.02596,-0.14876,-0.17189,0.100829
0.0,-3.3974,-1.31542,-1.2113,-0.05845,-0.07381,0.20963,-0.326993,-0.257178
0.0,-1.68748,-2.90321,0.07115,-0.03599,0.06242,0.30778,0.198766,-0.114108
0.0,-3.01573,0.37924,-0.02046,0.0104,0.08146,-0.08333,0.770162,0.08897
0.0,-3.50427,0.13496,-0.73802,-0.03257,0.00187,-0.17611,0.010442,-0.182884
0.0,-4.31344,1.20366,-0.49374,-0.06138,0.08976,-0.18246,0.436309,-0.293169
0.0,-2.26763,-0.75053,-1.07389,0.03334,0.01017,-0.05208,0.163001,0.560991
0.0,-2.34397,0.2571,-1.40977,-0.0272,-0.04208,-0.0013,-0.996354,-0.573701
0.0,-1.44321,-1.26962,-0.76855,-0.04478,0.00871,0.09879,0.080091,-0.424117
0.0,-1.22947,0.50137,-0.31053,0.006,0.0756,-0.15218,0.460755,0.035301
0.0,-1.71802,-0.59786,-0.61588,0.00307,0.02824,-0.02181,0.908335,0.085867
0.0,-1.73328,0.92885,-0.46321,-0.00328,0.00041,-0.06087,0.006648,-0.053769
0.0,-1.38214,1.40214,-0.79908,0.01088,0.00675,-0.14144,0.047567,0.076711
0.0,-0.09969,-0.64366,0.45282,-0.00572,0.05851,0.10026,0.527565,-0.049216
0.0,-0.64931,1.90595,-0.06626,0.00991,0.0258,-0.09408,0.266219,0.101214
0.0,-0.67985,-0.35359,-0.35634,-0.00718,0.05558,0.11637,0.444841,-0.055637
0.0,-0.34397,3.92122,-0.20366,0.04311,-0.00448,-0.49691,-0.008977,0.086537
0.0,-0.1455,4.74565,-0.11206,-0.00621,0.01896,-0.40267,0.047045,-0.015394
0.0,1.90031,2.2571,0.42229,-0.01255,-0.04452,-0.02279,-1.041899,-0.245941
0.0,6.25145,-2.00244,1.00244,0.07387,0.03507,0.08561,0.300764,0.673811
0.0,3.73237,-2.06351,1.29252,-0.12339,0.23087,0.34293,0.564668,-0.29006
0.0,4.6942,1.58534,0.6971,0.006,0.15226,-0.0096,1.496553,0.039314
0.0,7.09115,-8.96428,1.72,-0.09507,0.038,0.9567,0.039507,-0.098973
0.0,2.80107,3.3716,-0.03573,-0.04917,0.06486,-0.52962,0.121338,-0.0919
0.0,5.47282,-3.36122,1.01771,0.03725,-0.02938,0.31266,-0.093038,0.118068
0.0,5.06061,-1.91084,1.04824,0.0895,-0.04989,0.21354,-0.212219,0.387488
0.0,4.72473,-0.06351,1.26198,0.00991,-0.02645,-0.09457,-0.27132,0.100553
0.0,3.22855,1.67695,-0.35634,-0.07701,0.0048,-0.02669,0.058824,-1.232156
0.0,0.34305,-1.34595,-0.12733,0.02846,0.03263,0.01774,0.771712,0.653854
0.0,0.40412,1.63115,-0.3716,0.02846,-0.03573,-0.16048,-0.215791,0.171414
0.0,0.17511,2.15023,0.42229,0.01723,0.00382,-0.21957,0.017358,0.078308
0.0,-1.19893,-3.39176,-0.20366,0.06606,-0.05917,0.20915,-0.263482,0.295056
0.0,-2.3287,0.05863,-0.49374,-0.00865,0.05412,-0.00277,1.404561,-0.158251
0.0,1.39649,-1.63603,0.22382,0.03286,-0.03133,-0.139,-0.215953,0.226632
0.0,2.23618,-1.08641,-0.1884,-0.01597,-0.00643,0.06608,-0.094313,-0.236083
0.0,0.32779,0.40977,-0.02046,-0.00035,-0.00887,-0.05013,-0.175157,-0.006809
0.0,3.96137,-0.73527,1.00244,0.00893,0.01261,0.02262,0.478397,0.332043
0.0,5.09115,-0.07878,1.13985,0.006,-0.00301,-0.03792,-0.078302,0.156448
0.0,7.90031,-0.68947,1.46046,-0.05064,0.0546,-0.02621,0.763774,-0.696361
0.0,6.6484,-0.50626,1.59786,-0.01744,0.07218,0.06852,0.795744,-0.173436
0.0,11.54916,1.24947,1.7658,-0.02867,0.05705,-0.09554,0.519493,-0.252136
0.0,16.51099,-1.11695,3.49099,-0.0023,-0.00155,0.00309,-0.382033,-0.587059
0.0,20.22091,1.2342,3.82687,-0.00621,0.09367,-0.07992,0.862961,-0.050361
0.0,21.01481,1.28,3.93374,-0.02671,0.10294,-0.16976,0.539711,-0.133751
0.0,16.75527,-0.21618,3.26198,0.02358,0.00529,0.10172,0.050599,0.227477
0.0,16.7858,-1.52916,3.07878,0.06801,0.01505,0.09782,0.125689,0.602092
0.0,19.45756,2.19603,3.26198,0.02016,0.03117,-0.12044,0.249882,0.160656
0.0,27.28962,3.43267,5.36885,0.05141,-0.05672,-0.29574,-0.186768,0.169098
0.0,31.51863,5.58534,7.09405,-0.03111,0.04435,-0.55843,0.079131,-0.055475
0.0,40.05298,-1.04061,8.04061,-0.01548,-0.00252,0.29264,-0.008614,-0.052858
0.0,37.65603,-2.04824,7.73527,0.04311,0.01945,-0.13705,0.134553,0.301927
0.0,42.37359,1.09679,8.16275,-0.02232,0.03312,-0.15951,0.20281,-0.136157
0.0,35.68657,-1.05588,8.05588,0.02211,0.0839,0.22526,0.354982,0.09174
0.0,29.82397,-1.52916,5.30779,-0.04087,0.08439,0.111,0.619682,-0.285147
0.0,35.18275,-0.13985,6.30015,0.0104,0.07218,-0.01205,1.353834,0.141109
0.0,27.21328,2.22656,5.53679,-0.05748,0.13712,-0.06722,0.997954,-0.359962
0.0,29.06061,-0.07878,5.59786,0.01137,-0.04891,-0.01986,-1.133181,0.212184
0.0,46.93847,0.05863,8.95664,0.00258,0.05656,0.00602,1.455477,0.045383
0.0,47.7171,2.47084,9.68947,0.00112,-0.01424,-0.24007,-0.059258,0.004649
0.0,37.27435,-1.01008,6.75817,-0.01841,0.00871,0.04215,0.187052,-0.404226
0.0,34.49572,-0.03298,6.19328,-0.01011,-0.01083,-0.05501,-0.191164,-0.178434
0.0,41.91557,0.98992,7.7658,-0.05064,0.04044,-0.06576,0.45344,-0.580554
0.0,37.68657,0.15023,7.55206,0.00112,-0.15487,0.03776,-1.331549,0.007015
0.0,27.44229,1.90595,4.97191,-0.00474,0.03019,-0.26986,0.111395,-0.017458
0.0,22.99954,0.88305,4.26962,0.00991,-0.04305,0.0651,-0.579017,0.126259
0.0,20.32779,-0.87267,4.14748,-0.00474,-0.06063,-0.11068,-0.500767,-0.037552
0.0,11.04534,1.03573,1.8116,-0.00035,0.02873,-0.0057,1.374618,-0.011837
0.0,-0.11496,-0.87267,0.08641,-0.00035,-0.02352,0.10709,-0.21619,-0.003162
0.0,-6.80198,-0.21618,-1.15023,0.00307,0.00675,0.04704,0.142296,0.064544
0.0,-9.01572,0.51664,-2.02046,-0.01646,0.04386,0.00211,1.209095,-0.358621
0.0,-14.42031,0.10443,-3.02809,-0.01158,0.02921,-0.04476,0.563527,-0.2133
0.0,-19.96229,-0.13985,-3.54718,0.00844,-0.00155,-0.05013,-0.030437,0.166761
0.0,-19.29053,0.53191,-3.47084,-0.02134,0.03898,-0.09554,0.378927,-0.203959
0.0,-19.64168,1.3716,-3.69985,-0.0106,0.07365,-0.10287,0.618855,-0.083595
0.0,-21.59588,-0.06351,-4.17313,0.00209,-0.0079,0.04704,-0.166148,0.043892
0.0,-16.83252,-0.06351,-3.08916,-0.01646,0.08488,0.08073,0.80028,-0.139604
0.0,-18.93939,-0.03298,-3.62351,0.01381,-0.01424,0.02897,-0.417676,0.404328
0.0,-21.15313,-0.32305,-3.82198,0.02114,-0.00741,-0.01888,-0.255625,0.806036
0.0,-19.04626,-1.08641,-3.73038,-0.0023,0.00626,0.0612,0.101943,-0.037368
0.0,-20.26763,0.10443,-4.38687,-0.04722,0.04582,0.00065,0.770237,-0.800462
0.0,-26.3287,-0.17038,-4.89069,-0.03648,0.07267,0.07536,0.714854,-0.3353
0.0,-27.00046,-1.51389,-5.22656,0.00942,0.038,0.15006,0.247564,0.060771
0.0,-39.29053,1.17313,-7.27237,-0.02085,0.07951,-0.0599,0.897448,-0.206513
0.0,-36.13023,1.46321,-6.38687,0.03725,-0.02889,-0.11068,-0.242533,0.314825
0.0,-38.31343,0.40977,-7.42504,0.00112,0.02726,-0.01693,1.014108,0.034832
0.0,-36.26764,-0.32305,-6.64641,0.0353,0.01212,-0.10091,0.112923,0.334256
0.0,-32.84779,1.52427,-6.24947,0.02993,-0.00301,-0.11605,-0.025133,0.252299
0.0,-31.62641,0.74565,-6.1884,-0.03843,0.03947,-0.03255,0.664666,-0.644274
0.0,-30.17603,-1.02534,-6.05099,-0.00718,-0.0245,0.05778,-0.398261,-0.113955
0.0,-24.55771,-0.10931,-4.79908,-0.04234,0.08634,0.00016,1.114889,-0.455903
0.0,-25.99282,-0.15511,-4.60061,0.02749,-0.02206,0.10954,-0.192873,0.241199
0.0,-28.52718,-4.00244,-5.95939,-0.05699,0.08292,0.44938,0.181061,-0.124067
0.0,-26.51191,-1.25435,-5.02809,-0.03404,0.02921,0.19206,0.148672,-0.173454
0.0,-27.24473,-0.52153,-5.37924,0.00161,0.0214,-0.01546,0.942537,0.060768
0.0,-23.24473,-1.20855,-3.86779,0.02749,0.01066,0.15299,0.068466,0.177334
