num,gX,gY,gZ,aX,aY,aZ,pitch,roll
0.0,-2.74092,1.09679,-0.2342,0.0309,-0.00057,-0.01839,-0.015884,1.033705
0.0,-3.68748,1.11206,-0.38687,-0.02671,0.00089,-0.09164,0.009361,-0.283648
0.0,-3.04626,0.97466,-0.92122,-0.01451,-0.00106,-0.23714,-0.00446,-0.061096
0.0,-2.60351,1.31053,-0.47847,0.07387,-0.03231,-0.05355,-0.340339,0.868265
0.0,-2.48137,-3.57496,-0.47847,-0.02037,0.038,0.41374,0.091486,-0.04898
0.0,-1.38214,-1.91084,-0.1884,-0.01255,0.04142,0.17204,0.235668,-0.070825
0.0,0.03771,-2.99481,-0.08153,-0.03892,0.03458,0.2653,0.128274,-0.144462
0.0,-2.80198,-0.06351,-0.67695,-0.05943,0.06437,0.24674,0.248389,-0.228966
0.0,-3.29053,0.56244,-1.05863,0.02651,0.00968,-0.10824,0.086672,0.239267
0.0,-1.3974,0.2113,0.31542,-0.04527,-0.04354,-0.18832,-0.221128,-0.230061
0.0,-1.1684,0.97466,0.10168,0.02944,-0.01668,-0.05697,-0.254546,0.460382
0.0,0.26672,-4.39939,0.11695,-0.00132,-0.15487,0.39909,-0.370166,-0.003091
0.0,0.35832,-2.88794,-0.58534,-0.09214,0.10734,0.2609,0.370058,-0.315688
0.0,1.04534,2.83725,0.37649,-0.03648,0.12589,-0.23958,0.479108,-0.133978
0.0,-1.18366,-2.7658,0.51389,0.01137,0.04044,0.3361,0.119691,0.033581
0.0,-1.38214,-1.33069,-0.76855,-0.02671,0.0297,0.0734,0.363361,-0.32537
0.0,-2.66458,2.66931,-0.28,-0.02623,0.059,-0.04232,0.869881,-0.346615
0.0,-2.2371,1.20366,0.25435,-0.01988,-0.01278,-0.35677,-0.035746,-0.055623
0.0,-0.83252,1.03573,-0.20366,0.02797,-0.05184,-0.16146,-0.3064,0.163488
0.0,-1.13786,-0.42992,-0.06626,-0.02134,0.0258,-0.06185,0.375544,-0.308324
0.0,-0.3745,2.37924,0.10168,-0.00669,0.04093,-0.32503,0.125248,-0.020431
0.0,-1.13786,-0.73527,-0.29527,-0.00474,-0.00155,0.00456,-0.231199,-0.778044
0.0,-1.18366,0.89832,0.20855,0.00209,-0.05086,-0.04671,-0.827406,0.030323
0.0,0.54153,-1.68183,0.40702,-0.02671,-0.02401,0.34293,-0.069685,-0.077552
0.0,0.22092,-0.91847,-0.11206,-0.00718,-0.02889,0.2819,-0.1021,-0.025341
0.0,-0.81725,-0.52153,-0.11206,-0.04673,0.05167,0.06559,0.570469,-0.51024
0.0,-0.67985,0.53191,0.31542,0.01284,-0.02645,0.04411,-0.522434,0.244605
0.0,-2.63405,-0.23145,-0.12733,0.02504,-0.02645,0.0485,-0.451225,0.425619
0.0,-1.04626,-0.38412,-0.28,0.00991,-0.01424,0.03629,-0.361912,0.248839
0.0,-2.11496,-0.44519,-0.29527,-0.02525,0.06535,0.17155,0.360404,-0.136685
0.0,2.46519,0.01282,0.92611,0.01625,-0.02401,0.02116,-0.732739,0.46999
0.0,3.35069,0.79145,1.01771,0.006,0.00382,-0.17074,0.022375,0.035124
0.0,2.34305,-1.91084,0.71237,0.00209,0.03556,0.0944,0.360191,0.020763
0.0,2.40412,-3.14748,0.43756,-0.00816,-0.00936,0.31901,-0.029324,-0.02556
0.0,2.14458,-0.87267,0.57496,-0.0355,0.03654,0.12174,0.280525,-0.272372
0.0,3.38122,3.1426,1.07878,-0.0189,0.0214,-0.31673,0.067347,-0.05947
0.0,2.48046,2.37924,0.66656,0.03774,-0.06258,-0.09798,-0.537494,0.313869
0.0,4.14458,0.94412,0.8345,0.00502,-0.00497,0.00651,-0.543305,0.550449
0.0,2.96901,0.63878,0.84977,-0.015,-0.00545,0.07633,-0.069997,-0.193492
0.0,3.22855,-2.90321,0.26962,-0.01939,0.01505,0.24186,0.061963,-0.079844
0.0,-2.57298,-0.15511,-0.12733,-0.01158,0.03263,-0.06527,0.457451,-0.157342
0.0,2.32779,-0.79634,0.63603,-0.03306,-0.02499,0.08952,-0.256079,-0.341776
0.0,2.74,0.44031,0.23908,-0.06382,0.05998,-0.12679,0.399763,-0.427029
0.0,2.75527,3.17313,0.52916,-0.03453,0.03996,-0.18343,0.210882,-0.181879
0.0,3.6255,-0.55206,1.13985,-0.05503,-0.00887,-0.01009,-0.157257,-1.331308
0.0,1.30489,-0.04824,-0.05099,-0.03599,0.02287,-0.07601,0.265472,-0.425701
0.0,3.8087,0.31817,0.49863,-0.04917,0.04093,0.17692,0.219327,-0.264455
0.0,2.20565,0.77618,-0.02046,-0.00572,0.04728,-0.10824,0.411329,-0.048371
0.0,2.00718,-2.04824,0.71237,0.02846,-0.04061,0.21305,-0.186733,0.130483
0.0,3.48809,1.11206,0.13221,0.02651,0.01847,-0.22689,0.080687,0.115928
0.0,1.15221,-1.54443,0.02534,-0.05845,-0.0079,0.33659,-0.023108,-0.1719
0.0,2.37359,-1.92611,0.77344,0.04995,-0.01571,0.0109,-0.298106,1.205173
0.0,4.7858,-1.26962,1.29252,-0.02037,0.00822,0.23161,0.035331,-0.087654
0.0,6.23618,-2.68947,1.32305,0.00307,-0.02303,0.25114,-0.091449,0.012178
0.0,3.47282,-0.46046,0.77344,-0.03648,0.03312,0.07047,0.395385,-0.438112
0.0,1.65603,0.36397,0.42229,0.01625,-0.04647,-0.05208,-0.705468,0.228795
0.0,1.47282,0.40977,0.40702,-0.00181,-0.00155,-0.05404,-0.02862,-0.033496
0.0,4.28198,-0.56733,0.40702,-0.02916,0.01408,0.05436,0.224367,-0.478894
0.0,0.80107,-0.65893,0.07115,-0.01207,0.01164,0.03825,0.282379,-0.293109
0.0,1.24382,-1.51389,0.26962,0.00795,0.0341,0.14323,0.233363,0.053973
0.0,2.49573,-0.17038,0.19328,-0.01109,-0.00838,0.01627,-0.402482,-0.544613
0.0,1.09115,0.1655,0.23908,0.00258,-0.04354,0.21891,-0.196318,0.011572
0.0,1.19802,-0.18565,-0.05099,-0.00425,-0.02157,-0.04623,-0.434934,-0.083183
0.0,-0.46611,0.36397,0.42229,-0.01744,0.06291,0.19938,0.304528,-0.083209
0.0,-0.40504,0.88305,-0.06626,0.00356,0.01994,-0.07992,0.244243,0.04319
0.0,-1.36687,-2.70473,-0.52427,-0.00621,0.05119,0.27946,0.181112,-0.021841
0.0,-0.29817,-0.42992,0.33069,-0.00035,-0.03915,0.01139,-1.287486,-0.008503
0.0,-1.3058,-1.19328,0.05588,0.03579,-0.04647,0.09098,-0.443704,0.336932
0.0,-1.85542,-2.01771,-0.61588,-0.0106,0.01408,0.24186,0.058082,-0.043727
0.0,-2.22183,-2.03298,-0.38687,-0.00083,-0.04891,0.11588,-0.399377,-0.006638
0.0,-2.29817,-1.17802,-0.26473,-0.00621,0.0922,0.12809,0.623348,-0.039302
0.0,-2.08443,2.24183,-0.43267,-0.04625,-0.08895,-0.19857,-0.411386,-0.209425
0.0,-2.78672,-1.54443,-0.99756,-0.02476,0.0131,0.08659,0.144456,-0.275553
0.0,-1.67221,-1.10168,-0.06626,0.00112,0.08537,0.08903,0.764363,0.009065
0.0,1.47282,-0.55206,0.22382,0.00307,0.04142,0.00651,1.39876,0.073119
0.0,-1.55008,1.50901,-0.35634,0.02456,-0.00155,-0.1971,-0.007793,0.12394
0.0,-2.16076,-0.84214,-0.44794,0.02504,-0.00643,0.09586,-0.064812,0.254984
0.0,-2.63405,-1.7429,-0.89069,-0.01451,-0.04989,0.17692,-0.27397,-0.078756
0.0,-3.59588,1.4174,-1.13496,-0.02232,-0.01668,-0.06136,-0.250171,-0.337554
0.0,-2.25237,0.3945,-0.55481,0.02407,-0.03133,-0.06283,-0.435846,0.330252
0.0,-3.65695,-2.61313,-0.47847,0.00014,-0.03329,-0.0096,-1.289854,0.004088
0.0,-4.2829,2.31817,-0.64641,-0.02476,0.01652,-0.32552,0.050555,-0.075821
0.0,-4.78672,0.36397,-1.05863,0.01381,0.03458,-0.12289,0.272711,0.107786
0.0,-6.45084,2.48611,-1.47084,-0.01597,-0.00741,-0.33871,-0.021841,-0.047109
0.0,-6.46611,0.18076,-1.77618,0.00112,0.04826,-0.05111,0.756589,0.015907
0.0,-5.70275,-1.48336,-1.01282,-0.00816,-0.04256,0.17936,-0.232765,-0.044232
0.0,-6.34397,2.98992,-1.45557,0.04311,0.09953,-0.18294,0.486985,0.204115
0.0,-3.77908,1.44794,-1.04336,-0.02183,0.05558,0.15885,0.333672,-0.128998
0.0,-3.77908,0.31817,-0.66168,-0.03208,0.04728,0.07047,0.54817,-0.361462
0.0,-1.3516,-1.34595,-0.40214,0.03286,0.05607,0.12614,0.406229,0.233676
0.0,-0.1455,0.40977,-0.09679,-0.01207,0.01652,-0.03255,0.444098,-0.319212
0.0,-4.63405,0.01282,-0.86015,0.03725,-0.07088,-0.11703,-0.523466,0.26582
0.0,-6.46611,-0.10931,-0.75328,0.01772,-0.02938,0.06217,-0.426552,0.252198
0.0,-6.3745,0.57771,-0.98229,-0.00865,-0.05917,0.12614,-0.437683,-0.061988
0.0,-6.02336,-1.94137,-1.01282,-0.03453,0.02287,0.257,0.087955,-0.133026
0.0,-5.51954,-0.73527,-0.98229,0.01137,0.03166,-0.01449,1.043855,0.315735
0.0,-5.07679,0.08916,-0.92122,0.03481,0.01457,0.02506,0.327352,0.87639
0.0,-5.48901,0.94412,-1.07389,-0.02769,0.02482,-0.01986,0.629514,-0.716645
0.0,-4.98519,-4.5826,-0.55481,-0.00865,0.02921,0.507,0.057549,-0.017026
0.0,-5.27527,-0.96427,-1.54718,-0.00132,0.03556,0.10221,0.334794,-0.012226
0.0,-2.96992,0.54718,-0.44794,-0.01695,0.03166,-0.08236,0.36006,-0.189775
0.0,-4.3287,-0.70473,-0.79908,-0.01011,0.04337,0.05534,0.656837,-0.142845
0.0,-5.1684,0.3945,-0.98229,0.00063,0.03312,-0.02083,1.009068,0.016097
0.0,-2.81725,0.88305,-0.90595,-0.00621,0.00285,-0.11361,0.025014,-0.054555
0.0,-2.49664,-0.17038,-0.50901,-0.04478,0.03019,0.12321,0.226351,-0.339353
0.0,-0.42031,-2.39939,-0.1884,0.00649,0.0883,0.26579,0.320647,0.023166
0.0,-0.69511,-0.03298,0.02534,-0.0272,0.02238,0.04508,0.401871,-0.49549
0.0,0.54153,0.76092,-0.20366,0.00991,-0.02596,-0.00326,-1.188828,0.361957
0.0,1.64076,-1.84977,0.16275,0.02016,0.03898,0.09147,0.394357,0.200057
0.0,1.21328,-2.72,0.37649,0.02407,0.02384,0.35905,0.06616,0.066784
0.0,0.38886,0.50137,0.08641,0.00161,0.01505,-0.01546,0.769277,0.074301
0.0,-1.03099,2.44031,-0.08153,-0.03501,0.10978,-0.09164,0.841539,-0.240134
0.0,0.46519,-1.57496,0.40702,0.02602,-0.00252,0.18375,-0.013601,0.140656
0.0,0.46519,-0.13985,0.07115,0.0143,0.01115,0.02604,0.358965,0.467562
0.0,-0.54244,-1.25435,-0.15786,-0.04527,-0.00106,0.27262,-0.003834,-0.164546
0.0,4.44992,2.57771,0.28489,0.06997,-0.12411,-0.17367,-0.585357,0.316744
0.0,2.81634,-4.75053,0.46809,0.0602,-0.03182,0.48112,-0.065535,0.12421
0.0,3.6713,-4.65893,1.04824,-0.00718,0.00041,0.44987,0.000901,-0.015965
0.0,1.64076,-2.78107,0.48336,0.0392,-0.04256,0.11149,-0.345692,0.317407
0.0,-1.91649,-0.35359,-0.35634,0.01674,0.00333,0.06315,0.051003,0.258828
0.0,0.6484,2.19603,-0.1884,-0.01988,0.03214,-0.3055,0.10461,-0.064619
0.0,1.94611,-2.01771,0.28489,-0.00865,0.00041,0.12418,0.003256,-0.069521
0.0,0.86214,1.2342,-0.09679,0.01772,-0.01034,-0.20589,-0.049979,0.085744
0.0,-0.16076,-0.75053,0.01008,-0.01109,0.01164,0.0529,0.212059,-0.201951
0.0,1.91557,1.64641,0.52916,-0.02232,0.07658,-0.19662,0.369241,-0.105386
0.0,4.26672,-1.6971,0.92611,-0.00816,0.06535,0.15836,0.390884,-0.04759
0.0,18.89267,0.01282,3.44519,-0.00474,-0.00399,-0.00619,-0.473054,-0.572202
0.0,12.15985,0.01282,2.22382,-0.0316,0.07609,0.03971,0.98259,-0.35274
0.0,18.49573,-1.54443,3.6284,-0.01597,0.07218,0.16911,0.401833,-0.086647
0.0,24.20565,-0.93374,4.77344,0.02553,0.00382,0.08317,0.043917,0.297564
0.0,28.25145,0.02809,4.97191,0.02651,-0.0079,-0.04134,-0.159403,0.562053
0.0,24.23618,-0.84214,4.94137,-0.01841,-0.05038,0.07438,-0.581584,-0.202168
0.0,29.04534,-1.10168,5.04824,0.01235,-0.02352,0.07682,-0.293557,0.152509
0.0,30.37359,0.63878,5.99481,0.01577,-0.00643,0.00407,-0.376133,1.121163
0.0,35.50336,-4.38412,6.22382,-0.08482,0.04093,0.41227,0.096944,-0.20194
0.0,34.09878,-0.65893,7.01771,-0.00328,-0.01229,0.09782,-0.124918,-0.033221
0.0,30.75527,0.13496,6.14748,-0.00328,-0.02401,0.04508,-0.488252,-0.064057
0.0,33.8087,-2.35359,5.99481,0.00502,0.07218,0.21012,0.330809,0.022611
0.0,37.86977,-1.91084,6.91084,-0.03746,-0.02059,0.21793,-0.092849,-0.169465
0.0,36.02244,-1.22382,6.8345,-0.03697,0.0131,0.26432,0.049046,-0.13879
0.0,31.8087,1.3716,6.40702,-0.02964,0.01896,-0.08236,0.213314,-0.337351
0.0,32.6026,-1.04061,5.79634,0.00014,-0.02206,0.32731,-0.067283,0.000432
0.0,35.27435,-0.52153,7.01771,-0.06285,0.09904,0.07926,0.774826,-0.459991
0.0,28.38885,-0.84214,5.53679,-0.01158,0.05998,0.09831,0.544751,-0.100197
0.0,35.27435,0.02809,7.13985,0.04897,-0.10262,0.01823,-1.09984,0.439223
0.0,32.29725,-0.10931,6.6971,0.02065,-0.09725,0.0192,-1.288573,0.205372
0.0,28.86214,0.51664,5.75053,-0.01255,0.00968,-0.14095,0.068317,-0.088621
0.0,22.20565,1.06626,4.13221,-0.01011,0.05167,-0.13167,0.372976,-0.071368
0.0,21.57969,-0.09405,4.23908,-0.03257,-0.05086,0.02262,-0.908565,-0.529416
0.0,25.50336,-0.94901,4.6513,-0.01011,0.06095,0.03483,1.034051,-0.143063
0.0,24.11405,-1.39176,4.48336,-0.02964,-0.01766,0.14176,-0.121346,-0.204599
0.0,20.51099,-1.13221,3.53679,-0.01109,0.1005,0.1652,0.545554,-0.057283
0.0,16.03771,-0.12458,3.29252,-0.00669,0.03507,0.09733,0.34512,-0.064617
0.0,15.8545,1.3716,3.07878,0.00991,0.0297,-0.14046,0.207886,0.068897
0.0,3.45756,-0.10931,0.34595,-0.0233,0.05021,0.02946,0.928587,-0.380661
0.0,-6.31344,0.92885,-1.3945,0.01577,-0.06795,-0.0555,-0.866833,0.177799
0.0,-13.09206,-0.97954,-2.46321,-0.03013,0.04142,0.09489,0.394267,-0.283209
0.0,-18.2371,-1.07115,-3.62351,-0.0399,0.059,0.0817,0.575584,-0.376958
0.0,-20.0997,1.15786,-3.83725,-0.01158,0.05119,-0.06527,0.657553,-0.138678
0.0,-33.13786,0.53191,-6.70748,0.00454,-0.01327,-0.01888,-0.599344,0.194095
0.0,-21.61115,-0.27725,-3.94412,-0.00865,-0.0743,-0.04232,-1.044218,-0.100787
0.0,-23.3058,1.02046,-4.3716,0.00209,0.01115,-0.10775,0.103072,0.019335
0.0,-24.34397,0.79145,-4.26473,-0.02818,0.00675,-0.08333,0.076614,-0.325077
0.0,-25.1226,1.43267,-4.79908,-0.02232,0.0673,-0.24984,0.262131,-0.086047
0.0,-25.87069,-0.97954,-5.02809,-0.00767,0.05167,0.14176,0.349078,-0.050795
0.0,-30.54244,-0.96427,-5.82198,0.00698,-0.01473,0.04508,-0.312348,0.146069
0.0,-33.45847,-0.6742,-6.60061,-0.00767,0.00529,-0.03939,0.13102,-0.190667
0.0,-22.1913,0.68458,-3.98992,0.00454,-0.00594,-0.04964,-0.118645,0.090479
0.0,-19.74855,-1.28489,-3.76092,-0.00279,0.01066,0.16911,0.062941,-0.016453
0.0,-22.2371,0.98992,-3.85252,0.0187,-0.01083,-0.03402,-0.271963,0.482439
0.0,-27.64168,0.27237,-5.71511,0.02309,0.00041,0.21208,0.0019,0.108453
0.0,-32.87832,0.31817,-6.00519,0.00454,0.05314,-0.14486,0.351438,0.02939
0.0,-30.13023,-1.13221,-6.17313,-0.0399,0.01066,0.07438,0.125621,-0.48812
0.0,-27.27527,-0.49099,-4.89069,-0.04429,0.06779,0.07194,0.67621,-0.421268
0.0,-30.03863,-0.15511,-5.65405,-0.00816,0.00382,-0.00814,0.320311,-0.736832
0.0,-33.82489,-0.38412,-6.21893,0.00405,0.03898,-0.00521,1.403126,0.10257
0.0,-33.33634,0.69985,-6.15786,0.00991,-0.01864,-0.07357,-0.245984,0.129808
0.0,-33.74855,1.49374,-6.09679,0.00356,0.02433,-0.1805,0.133963,0.019541
0.0,-27.68748,1.03573,-4.96702,-0.015,0.04386,0.01334,1.141605,-0.316099
0.0,-29.10733,-0.03298,-5.36397,-0.00083,0.00919,0.01383,0.585778,-0.050226
0.0,-22.26763,1.47847,-4.06626,0.00551,-0.00106,-0.20785,-0.005096,0.026516
0.0,-19.51954,2.01282,-3.71511,0.00014,0.0048,-0.19271,0.024902,0.000735
0.0,-19.03099,0.28763,-3.53191,-0.02671,-0.02499,0.05387,-0.393805,-0.422728
0.0,-16.78672,0.18076,-3.15023,-0.015,0.01261,-0.0096,0.616253,-0.757596
0.0,-12.61878,0.1655,-2.44794,0.00454,-0.00399,-0.00082,-0.71346,0.839298
0.0,-9.87069,-1.84977,-1.91359,0.00795,-0.00448,0.12565,-0.035549,0.06318
0.0,-3.88595,0.77618,-0.57008,-0.00425,-0.0162,-0.06722,-0.235978,-0.061429
0.0,0.15985,-0.09405,0.19328,-0.00523,0.00968,0.00016,1.075396,-0.495144
0.0,0.19038,-0.49099,-0.1426,-0.00083,0.00138,-0.01595,0.086291,-0.052098
0.0,0.03771,0.01282,-0.02046,0.00454,0.0048,-0.00472,0.632574,0.592874
0.0,0.28198,-1.05588,0.52916,0.01235,0.01408,0.04459,0.295324,0.258171
0.0,-0.2371,1.73802,0.40702,-0.02623,0.00382,-0.24886,0.015277,-0.104982
0.0,0.02244,-0.97954,0.10168,-0.00132,-0.01278,0.05045,-0.247969,-0.025418
0.0,-0.20656,-0.30779,0.05588,-0.01304,0.00236,0.00993,0.142911,-0.906925
0.0,-0.42031,0.11969,-0.17313,-0.0023,-0.00692,-0.00912,-0.634426,-0.19831
0.0,0.03771,-0.01771,0.11695,0.04897,-0.01375,-0.07406,-0.153704,0.57646
0.0,-0.08443,0.33344,-0.09679,-0.01255,-0.01131,-0.04085,-0.258771,-0.287906
0.0,0.11405,-0.27725,-0.02046,0.01186,0.00236,-0.00082,0.195836,1.363424
0.0,0.02244,-0.04824,0.04061,0.006,0.00041,0.0026,0.06188,1.157201
0.0,-0.06916,0.11969,-0.05099,0.00649,0.00187,-0.00375,0.244603,0.997891
0.0,-0.11496,0.01282,-0.05099,-0.00328,-0.00399,-0.00423,-0.640434,-0.51296
0.0,0.08351,0.2113,0.23908,-0.00083,0.00675,-0.00375,1.054083,-0.107708
0.0,-0.20656,-0.12458,0.08641,-0.00523,0.00431,-0.00326,0.61062,-0.769047
0.0,-0.06916,-0.03298,-0.09679,-0.00523,0.00822,-0.00082,0.998615,-0.564511
0.0,0.22092,0.01282,0.04061,-0.01548,-0.00301,0.00358,-0.187354,-1.277369
0.0,0.11405,0.04336,-0.02046,-0.0023,0.01359,0.05973,0.223532,-0.037525
0.0,0.06824,-0.17038,-0.17313,-0.00474,0.02335,-0.00814,1.187414,-0.189403
0.0,-53.19893,0.48611,-9.74565,0.0187,-0.02059,-0.04818,-0.379157,0.342754
0.0,-49.77908,-0.17038,-9.62351,-0.04527,0.03263,0.16471,0.188757,-0.263334
0.0,-67.09206,1.87542,-12.46321,0.02114,-0.00497,-0.12533,-0.039051,0.166959
0.0,-74.57298,1.40214,-13.95939,0.00405,0.03166,-0.16683,0.187461,0.023833
0.0,-73.91649,1.1426,-13.89832,0.01381,-0.05135,-0.12435,-0.389475,0.102316
0.0,-67.76382,-5.37649,-13.37924,0.06655,0.03703,0.51481,0.071208,0.128226
0.0,-50.42031,-3.20855,-9.11969,-0.01939,0.01554,0.23991,0.064483,-0.080478
0.0,-45.73328,0.3945,-8.69221,0.00991,0.01212,-0.24447,0.049512,0.040454
0.0,-43.84015,0.18076,-8.03572,0.01137,0.06388,-0.17757,0.344682,0.060188
0.0,-41.64168,0.3945,-7.51664,-0.03648,0.01164,0.04459,0.199278,-0.66955
0.0,-36.49664,-0.5826,-6.84489,0.01918,0.00822,-0.00179,0.403137,1.157615
0.0,-33.45847,-0.90321,-6.44794,0.01333,0.00871,0.05094,0.163855,0.25234
0.0,-27.42794,0.71511,-5.13496,0.03823,-0.0162,-0.17464,-0.090348,0.214598
0.0,-22.00809,-1.37649,-4.50901,0.00991,0.00919,0.12272,0.07454,0.080332
0.0,-25.41267,0.80672,-5.13496,0.00209,0.01896,-0.10677,0.175709,0.019314
0.0,-27.71802,0.3487,-5.37924,-0.00523,0.00724,-0.08675,0.083126,-0.059999
0.0,-23.01573,0.77618,-4.72275,0.02944,-0.00692,-0.16878,-0.040361,0.172536
0.0,-24.49664,-1.20855,-4.60061,-0.02037,0.02775,0.03434,0.607372,-0.4322
0.0,-21.3058,-0.33832,-4.29527,0.01674,0.00968,0.05436,0.168611,0.294418
0.0,-12.98519,-1.28489,-2.31053,-0.00279,0.03849,0.11051,0.335058,-0.02382
0.0,8.92321,0.45557,1.38412,0.00649,-0.05428,-0.09066,-0.538375,0.061335
0.0,17.01481,-0.93374,2.94137,-0.02525,0.03458,0.04069,0.625494,-0.441667
0.0,19.56443,-0.35359,3.53679,0.00405,-0.04305,-0.00423,-1.435576,0.0933
0.0,19.6713,0.57771,3.8574,0.00844,-0.02645,-0.02083,-0.866351,0.245671
0.0,24.8316,-1.71237,4.72763,0.01284,0.04826,0.1486,0.312912,0.081979
0.0,29.30489,1.15786,5.23145,0.04116,-0.04305,-0.16683,-0.245491,0.234481
0.0,33.10641,-0.42992,6.51389,-0.0233,0.03361,0.00407,0.95763,-0.602719
0.0,40.08351,2.50137,7.49099,0.00209,0.06291,-0.28744,0.215447,0.007119
0.0,42.84687,0.3945,7.90321,0.00454,-0.06795,-0.01595,-1.331421,0.064895
0.0,42.66366,0.86779,7.6742,0.02651,-0.04989,-0.10335,-0.437353,0.227003
0.0,35.6713,-0.36886,6.6513,0.02456,-0.02645,0.07047,-0.340608,0.315333
0.0,35.21328,1.61588,6.30015,0.02749,-0.00155,-0.2347,-0.00655,0.116574
0.0,34.74,0.60824,6.63603,0.04506,0.03849,-0.14388,0.249953,0.293802
0.0,34.32779,-0.41466,6.31542,0.02065,0.02677,0.11979,0.216785,0.166669
0.0,32.32779,0.3945,6.26962,-0.02769,0.00089,-0.05453,0.01461,-0.469842
0.0,35.04534,-0.84214,6.63603,-0.00767,-0.00057,-0.19759,-0.002889,-0.038802
0.0,37.73236,1.84489,6.75817,0.01186,-0.01766,-0.27669,-0.063684,0.042751
0.0,36.61786,-1.55969,7.10931,-0.00523,-0.045,0.07243,-0.55483,-0.061251
0.0,36.20565,2.08916,6.45282,-0.02037,-0.08504,-0.25472,-0.321278,-0.075695
0.0,36.28198,-1.57496,6.40702,0.02651,-0.02987,0.18229,-0.160745,0.142534
0.0,33.82397,2.19603,6.39176,0.04555,0.1088,-0.1849,0.519102,0.209221
0.0,29.94611,3.73801,5.03298,0.00991,0.08097,-0.43197,0.185251,0.022539
0.0,29.45756,-2.64366,5.90321,-0.01841,-0.01766,0.27848,-0.063197,-0.065891
0.0,25.6255,1.47847,4.89557,0.00698,-0.00887,-0.33675,-0.026334,0.02071
0.0,23.16748,-2.27725,4.57496,0.02651,0.03898,-0.25179,0.152758,0.103668
0.0,20.99954,-0.15511,4.02534,0.0143,-0.05526,-0.05648,-0.758948,0.179061
0.0,17.82397,-1.66656,3.70473,0.01284,-0.01668,0.0817,-0.199061,0.152739
0.0,26.20565,0.42504,4.49863,-0.01207,0.00431,-0.04281,0.09664,-0.27341
0.0,15.61023,1.1426,2.88031,0.00942,0.01212,-0.13656,0.088342,0.068596
0.0,6.72473,-0.36886,0.98718,-0.02085,-0.04989,0.02848,-0.954993,-0.348236
0.0,0.17511,-0.26198,-0.52427,-0.0023,0.01408,-0.02328,0.541781,-0.084344
0.0,0.19038,1.1884,-0.35634,0.01235,-0.00252,-0.11214,-0.022372,0.109645
0.0,-0.03863,0.15023,-0.1884,-0.00132,0.00187,-0.04037,0.046271,-0.032734
0.0,0.20565,0.02809,0.07115,-0.0023,0.0048,-0.0057,0.663118,-0.299402
0.0,-0.22183,-0.06351,-0.05099,0.00112,0.00285,0.00456,0.545443,0.205222
0.0,0.12931,-0.10931,-0.00519,-0.00328,0.01408,0.00504,1.167011,-0.215694
0.0,-0.13023,0.3945,0.07115,-0.00865,0.00675,0.00749,0.533358,-0.708988
0.0,-0.29817,-0.27725,-0.05099,-0.01451,0.01945,-0.00277,0.921318,-0.636084
0.0,0.02244,0.02809,-0.1426,-0.00035,0.00333,0.00114,1.228228,-0.098065
0.0,-3.77908,0.50137,-0.2342,0.01137,0.06437,-0.04085,0.988252,0.148069
0.0,-17.79435,-0.59786,-3.1655,-0.03013,-0.05526,-0.03353,-0.886497,-0.436225
0.0,-31.42794,0.59298,-5.65405,-0.0355,0.01457,-0.01205,0.370559,-1.081578
0.0,-31.04626,1.95176,-5.95939,-0.01548,0.0424,-0.19466,0.213795,-0.077562
0.0,-35.41267,-0.82687,-6.72275,-0.00669,-0.05721,0.05924,-0.764788,-0.081104
0.0,-32.29817,0.40977,-6.31053,-0.00572,0.07462,0.04997,0.977777,-0.063581
0.0,-27.80962,1.09679,-5.04336,0.00844,-0.09334,-0.1014,-0.742331,0.061178
0.0,-18.74092,-0.6742,-3.71511,0.01772,0.02921,0.0109,0.951942,0.516757
0.0,-5.99282,-0.41466,-0.93649,-0.00132,0.06437,0.03727,1.045685,-0.017788
0.0,0.11405,-0.7658,0.13221,-0.00279,0.03312,0.03727,0.725119,-0.05586
0.0,-0.05389,1.31053,0.01008,0.01235,0.0048,-0.1307,0.036545,0.094139
0.0,0.58733,0.40977,0.01008,0.00698,0.00333,-0.07406,0.044803,0.093846
0.0,0.12931,-0.30779,-0.00519,0.00747,0.01212,-0.00863,0.815745,0.465019
0.0,-0.16076,-0.23145,0.08641,0.00502,0.0175,0.00016,1.290996,0.279653
0.0,-1.3516,0.37924,1.5826,-0.01988,-0.01717,0.00163,-0.710869,-0.85607
0.0,0.38886,-0.09405,-0.20366,-0.0106,0.00089,-0.00326,0.080402,-1.262377
0.0,0.6026,0.40977,0.51389,0.01186,-0.01083,0.00309,-0.723467,0.811457
0.0,-0.77145,-0.17038,0.19328,0.00356,0.01896,-0.00033,1.38445,0.185555
0.0,-13.55008,-0.35359,-2.00519,0.00405,0.04728,0.07584,0.556797,0.04526
0.0,-13.79435,0.73038,-2.06626,0.00356,-0.00301,-0.05892,-0.050994,0.060261
0.0,-22.63405,1.70748,-4.34107,0.01235,0.04728,-0.18246,0.253001,0.065423
0.0,-22.71038,-0.91847,-4.00519,-0.0106,0.02726,0.07633,0.339998,-0.130045
0.0,-27.84015,-1.11695,-5.18076,-0.02427,0.03458,0.18034,0.187825,-0.131424
0.0,-36.42031,-1.02534,-6.86015,-0.01011,-0.04745,0.13102,-0.346489,-0.072442
0.0,-30.80199,-0.73527,-5.88305,0.00063,-0.03963,-0.02572,-0.995068,0.013331
