num,time,gX,gY,gZ,aX,aY,aZ,pitch,roll
0.0,0.0,0.0003141592653589793,0.003298672286269283,-0.001064650843716541,-0.005,0.009,0.002,1.0315897335354447,-0.4969324907792199
0.0,100354.0,0.0016580627893946131,-0.0009599310885968813,0.00027925268031909274,0.002,0.01,0.042,0.23348813204194707,0.04629101207639998
0.0,197939.0,-0.00020943951023931956,-0.002548180707911721,-0.0005235987755982988,-0.006,0.005,0.016,0.2846566950637014,-0.3437218585457679
0.0,344200.0,0.0016580627893946131,0.005166174585903215,-0.0013264502315156904,-0.003,-0.001,0.001,-0.30627736916966947,-1.1302856637901981
0.0,441704.0,0.004572762640225144,0.0014486232791552935,0.0013439035240356337,-0.0,0.002,0.001,1.1071487177940904,-0.0
0.0,539208.0,0.0013788101090755204,-0.002286381320112572,0.0008028514559173916,0.001,0.0,0.005,0.0,0.19739555984988075
0.0,636725.0,-0.003141592653589793,-0.00015707963267948965,0.0010821041362364843,0.008,-0.001,0.0,-0.12435499454676144,1.446441332248135
0.0,734234.0,0.005916666164260778,0.0014486232791552935,-0.0007853981633974482,0.008,-0.012,0.007,-0.845856666291235,0.5224747957166521
0.0,831731.0,0.003787364476827695,0.0030368728984701333,-0.0005235987755982988,-0.012,0.007,-0.003,0.5149809631458093,-1.0052893596597086
0.0,929228.0,-0.002617993877991494,-0.002286381320112572,-0.0005235987755982988,-0.001,-0.001,0.018,-0.05541323209640627,-0.05541323209640627
0.0,1026741.0,-0.0004886921905584122,0.0003839724354387525,0.0032114058236695662,0.0,-0.006,0.011,-0.4993467216801301,0.0
0.0,1124249.0,0.005916666164260778,0.0030368728984701333,-0.0013264502315156904,-0.001,-0.007,-0.009,-0.6580722923530028,-0.08748194752851833
0.0,1221747.0,-0.003682644721708035,-0.0004188790204786391,-0.0005235987755982988,0.001,0.015,0.006,1.185542550497017,0.061819574361639026
0.0,1319242.0,-0.0007504915783575617,-0.003892084231947355,0.002408554367752175,-0.011,-0.006,0.01,-0.38360912910189365,-0.7561986896887565
0.0,1416737.0,0.0016580627893946131,0.001710422666954443,0.0029321531433504737,0.0,-0.0,-0.004,-0.0,0.0
0.0,1514252.0,0.001117010721276371,-0.00015707963267948965,0.004276056667386108,-0.001,-0.0,0.001,-0.0,-0.7853981633974483
0.0,1611745.0,0.0024434609527920616,0.0006457718232379018,0.003735004599267865,-0.002,0.001,-0.032,0.031179035765029776,-0.06238843335227708
0.0,1709245.0,0.0016580627893946131,-0.003892084231947355,0.00027925268031909274,0.007,-0.005,0.032,-0.15147146284583102,0.21285372048912915
0.0,1806754.0,-0.0010122909661567112,-0.00815068760681352,-0.0018500490071139892,0.003,-0.008,0.017,-0.43396400767133453,0.15833727470863532
0.0,1904268.0,0.0019198621771937625,0.003298672286269283,-0.003193952531149623,-0.002,-0.003,-0.003,-0.693980594900994,-0.4405106630046985
0.0,2001757.0,-0.0018151424220741027,0.0030368728984701333,-0.001064650843716541,0.01,0.001,0.022,0.04135669977694581,0.4262388608868717
0.0,2099268.0,-0.003944444109507185,-0.0030892327760299633,0.006667157742618339,-0.002,-0.001,0.012,-0.0820151065978059,-0.16458847786253597
0.0,2196768.0,-0.005009094953223725,-0.011606439525762293,0.003473205211468716,-0.005,-0.001,-0.013,-0.071672835481634,-0.3661865602052796
0.0,2294285.0,0.0048520153205442364,-0.001762782544514273,0.0016057029118347831,-0.0,0.009,-0.003,1.2490457723982544,-0.0
0.0,2391776.0,0.0016580627893946131,0.014224433403753785,-0.00799360797413403,-0.011,0.003,-0.017,0.1470894042208302,-0.567333454499058
0.0,2538037.0,-0.002356194490192345,-0.003612831551628262,0.0016057029118347831,-0.009,-0.006,0.006,-0.5064446434135005,-0.8148269163709889
0.0,2635537.0,0.0048520153205442364,-0.002548180707911721,0.005340707511102648,-0.006,-0.002,0.005,-0.25068692312303453,-0.8393489455399783
0.0,2733037.0,-0.002076941809873252,-0.0012217304763960308,0.0013439035240356337,-0.005,-0.002,0.002,-0.3556025829805333,-1.0559903716750858
0.0,2830535.0,0.0048520153205442364,0.008377580409572781,0.002670353755551324,-0.01,-0.003,0.002,-0.28610349373057303,-1.2247493959056663
0.0,2928041.0,0.005375614096142535,0.0019722220547535923,0.0008028514559173916,-0.01,0.005,0.0,0.4636476090008061,-1.1071487177940904
0.0,3025545.0,0.0003141592653589793,-0.0012217304763960308,0.002670353755551324,0.001,-0.003,-0.001,-1.1302856637901981,0.30627736916966947
0.0,3171810.0,0.056810467152415424,-0.003351032163829113,0.01598721594826806,-0.017,-0.066,-0.06,-0.813733521851094,-0.18833193101192028
0.0,3318057.0,-0.01567305668290908,-0.005218534463463045,-0.001064650843716541,-0.018,0.021,0.098,0.20772008496568228,-0.17770193995723024
0.0,3415574.0,-0.07323401541368206,-0.023335052099164186,-0.006126105674500096,-0.046,0.008,0.178,0.04348682999402903,-0.25264975512742804
0.0,3513074.0,-0.09480628496833199,-0.01907644872429802,-0.007452555906015787,-0.06,0.094,0.078,0.7624959874959546,-0.4565905856942006
0.0,3610585.0,-0.09267698328089889,-0.03799581781591656,-0.008517206749732328,-0.085,0.032,0.043,0.3240869828046153,-1.008185453244563
0.0,3708092.0,-0.04738568919164605,0.01715658654710426,-0.0029146998508305304,-0.042,-0.001,-0.027,-0.020025381675859308,-0.9991470317372234
0.0,3805583.0,-0.025534166956677044,-0.007347836150896127,-0.0018500490071139892,0.002,0.033,0.231,0.14189180761724435,0.008570781415949039
0.0,3903094.0,-0.047647488579445195,0.016632987771505958,-0.0071907565182166375,-0.069,0.0,0.094,0.0,-0.6332098769243347
0.0,4000605.0,-0.032724923474893676,-0.03986332011555049,-0.001064650843716541,0.018,0.019,0.099,0.18662621128838383,0.1766972756405733
0.0,4098100.0,0.021101030656611446,-0.024399702942880727,0.002408554367752175,0.058,-0.046,0.188,-0.22968107341852456,0.29115454603570257
0.0,4195603.0,-0.015132004614790837,-0.06436774281355087,0.004537856055185257,-0.05,0.056,0.468,0.11842427592951911,-0.10568562013079034
0.0,4293100.0,0.06161012259539983,-0.0030892327760299633,-0.0037175513067479217,-0.004,-0.148,-0.098,-0.9855355234058734,-0.022530772190727556
0.0,4390617.0,-0.06869615935849681,0.03900810878207326,-0.02717477645355171,0.089,0.102,-0.092,0.6728176743675431,0.5749175918262078
0.0,4488129.0,-0.0700226095900125,0.03049090203234094,-0.015446163880149816,-0.001,-0.075,-0.073,-0.7988639627649764,-0.00955433393974757
0.0,4585618.0,-0.07881906902006393,0.012374384396639796,-0.014119713648634126,-0.029,-0.081,-0.103,-0.6479510025811961,-0.21780522232907007
0.0,4731873.0,-0.023125612588924867,-0.034801865284766934,0.0018675022996339325,-0.017,0.084,0.437,0.18976330408845557,-0.038183679178608786
0.0,4829376.0,-0.003944444109507185,-0.08169886228585457,0.003735004599267865,0.011,-0.035,0.493,-0.07085742449764032,0.022252682420105915
0.0,4975639.0,-0.09080948098126497,0.01876228945893904,-0.014922565104551517,-0.001,0.029,-0.247,0.1168728882287605,-0.0040209419886936175
0.0,5073133.0,-0.0524471440224296,0.14507176742576866,-0.0170518667919846,0.026,0.014,-0.889,0.015740000806746625,0.0292343870956276
0.0,5170646.0,-0.06550220682734718,0.025429447201557383,-0.011990411961201045,0.023,-0.03,-0.356,-0.08389694198826629,0.06428983721238124
0.0,5268149.0,-0.08548622676268225,0.0811054503401765,-0.01598721594826806,-0.023,-0.021,-0.433,-0.048392758232359646,-0.053005725117304246
0.0,5365656.0,-0.10199704148654862,0.04673991736840814,-0.0170518667919846,-0.001,-0.024,-0.403,-0.05948291261981291,-0.002476995932261848
0.0,5463156.0,-0.0873537290623162,-0.049183378321200205,-0.014643312424232424,0.007,-0.015,0.344,-0.043568038644511115,0.020326719499194002
0.0,5560667.0,-0.08655087760639879,-0.031066860685499065,-0.017575465567582896,-0.04,-0.041,0.108,-0.34200752707703197,-0.33333793818510676
0.0,5658155.0,-0.06923721142661506,0.052342424267309944,-0.0071907565182166375,0.043,0.081,-0.471,0.16961673033792737,0.08973268634391146
0.0,5755657.0,-0.06044075199656363,0.04300491276914028,-0.01783726495538205,-0.014,-0.041,-0.073,-0.5040644172272691,-0.1656798187943536
0.0,5853172.0,-0.058573249696929695,-0.01668534764906579,-0.012775810124598492,0.003,0.063,0.079,0.6728441500853413,0.029681156841171497
0.0,5950665.0,-0.008203047484373348,0.009704030641088473,-0.0037175513067479217,0.002,0.031,-0.097,0.3092672145486431,0.019637436194218205
0.0,6048172.0,-0.03166027263117714,0.01022762941668677,-0.003193952531149623,0.008,0.006,-0.105,0.056916180134604144,0.07592018549097249
0.0,6145676.0,-0.030054569719342353,0.017697638615222503,-0.0023911010752322315,-0.027,-0.074,-0.092,-0.6573058734373511,-0.22481644524374947
0.0,6243187.0,-0.041783182292744254,-0.01001818990644745,-0.0026529004630313807,-0.017,0.016,0.107,0.14662064515219184,-0.15585710239313458
0.0,6340682.0,-0.023125612588924867,0.015027284859671176,-0.003193952531149623,0.019,0.033,-0.166,0.1949960186498718,0.11179301497163958
0.0,6438188.0,0.004310963252425994,0.043807764225057666,0.0008028514559173916,0.013,0.014,-0.198,0.07043843338929615,0.0653996534391245
0.0,6535695.0,0.020298179200694055,0.01583013631558857,-0.005585053606381855,0.019,0.042,-0.053,0.6409150364125507,0.27390378901457335
0.0,6633200.0,0.028832839242946322,-0.0006981317007977319,0.003996803987067015,0.018,-0.061,0.059,-0.7798173937891067,0.2090051106880867
0.0,6730705.0,0.03282964323001334,-0.020402898955813712,0.006667157742618339,0.003,0.049,0.083,0.5330164481825732,0.031115243984013493
0.0,6828209.0,0.012304571226560023,-0.0030892327760299633,0.003473205211468716,-0.039,0.007,0.352,0.019762843849952385,-0.11032376732561937
0.0,6925706.0,0.022968532956245378,-0.014538592669112765,0.01520181778487061,0.008,-0.081,0.151,-0.4917767695456165,0.0466532523595167
0.0,7023196.0,0.0016580627893946131,0.006230825429619756,0.00799360797413403,-0.013,-0.019,-0.076,-0.24160734264200312,-0.16444684938166224
0.0,7120711.0,0.006981317007977318,-0.01827359726838063,0.00799360797413403,0.01,0.013,0.281,0.04620117695157461,0.03553420239623792
0.0,7218237.0,0.018709929581379212,0.03768165855055757,-0.006126105674500096,-0.015,0.056,-0.213,0.25648498797535824,-0.06800296212003377
0.0,7315721.0,0.0035081117965086025,-0.042254421190782716,-0.0005235987755982988,0.055,0.011,0.374,0.029090589229769634,0.1459500372088804
0.0,7413236.0,-0.02366666465704311,0.00916297857297023,0.005340707511102648,-0.013,0.042,0.03,0.9093245826851196,-0.24673777812069378
0.0,7510714.0,-0.0018151424220741027,-0.0158824961931484,0.0032114058236695662,0.015,0.031,0.051,0.5279329757162621,0.24623001938183933
0.0,7608240.0,0.022968532956245378,0.02356194490192345,0.005864306286700947,0.009,0.01,-0.213,0.046872146783004776,0.04218199520200288
0.0,7705744.0,0.005113814708343385,-0.05024802916491675,0.0016057029118347831,-0.018,-0.029,0.296,-0.0974823603021083,-0.06044731260657078
0.0,7803239.0,-0.004485496177625427,0.03874630939427412,0.0050789081233034985,0.003,0.033,-0.366,0.0899177847228311,0.00816342397600558
0.0,7900751.0,-0.019931660057775243,0.013439035240356337,-0.001064650843716541,-0.014,-0.031,-0.02,-0.9037117761167983,-0.36270024493761244
0.0,7998263.0,-0.02366666465704311,-0.05291838292046807,-0.002129301687433082,0.015,-0.013,0.365,-0.03557138988592575,0.04104678154207083
0.0,8095760.0,-0.037262779530078935,0.006771877497737999,-0.0034557519189487725,0.018,-0.021,-0.155,-0.13377567643931165,0.11457367168040601
0.0,8193259.0,-0.013543754995475998,0.03661700770684103,-0.00958185759344887,0.019,-0.034,-0.141,-0.23457544288886487,0.13025541259100742
0.0,8290761.0,0.0016580627893946131,-0.004153883619746504,-0.00905825881785057,0.004,-0.016,-0.032,-0.46055399168132244,0.11134101434096391
0.0,8388270.0,0.011501719770642632,0.023020892833805207,-0.005323254218582705,-0.002,-0.042,0.017,-1.1837954059743536,-0.04411169070308541
0.0,8485773.0,0.0200363798128949,-0.14058627124814324,0.00614355896702004,-0.041,0.046,0.716,0.06405299474090062,-0.05708267716775873
0.0,8583275.0,-0.006073745796940267,0.043545964837258526,-0.012514010736799343,-0.018,-0.045,-0.38,-0.11774130392361407,-0.04700508788416971
0.0,8680778.0,-0.006352998477259359,-0.0555887366760194,-0.007452555906015787,-0.041,-0.032,0.581,-0.0548856446594874,-0.07034493225961515
0.0,8778284.0,0.01949532774477666,-0.00895353906273091,0.00614355896702004,-0.002,-0.009,-0.034,-0.25834397082416416,-0.0568038385835116
0.0,8875792.0,0.03789109806079689,0.024626595745639992,-0.004258603374866164,-0.058,-0.009,-0.141,-0.05896224945239551,-0.3895355607718181
0.0,8973291.0,0.028029987787028934,-0.10674433705197318,0.012531464029319286,-0.051,-0.091,-0.23,-0.368614432623979,-0.20333773671973454
0.0,9070799.0,0.037629298672997746,-0.06916739825653528,0.013857914260834978,0.003,0.009,0.233,0.038604219546301936,0.012865232129360844
0.0,9168304.0,0.06719517620178168,0.0019722220547535923,0.028256880589788196,0.029,0.003,0.089,0.03203841328977225,0.3148266870845305
0.0,9265794.0,0.04961971063419879,-0.04038691889114879,0.012269664641520135,-0.011,0.03,0.29,0.10300805648941515,-0.037711800899978644
0.0,9363307.0,0.07492698478811657,-0.030525808617380825,0.016266468628587154,0.05,0.082,0.024,0.9761114491068298,0.5294703357755083
0.0,9460802.0,0.019774580425095754,-0.10567968620825664,0.0064053583548191895,0.015,0.119,0.669,0.17599289764494314,0.02207142863793178
0.0,9558329.0,0.030700341542580254,0.019826940302655582,0.010925761117484502,-0.013,0.013,-0.332,0.039106694770499835,-0.039106694770499835
0.0,9655811.0,0.0719948316447661,0.04913101844364037,0.00799360797413403,0.062,-0.025,-0.635,-0.03916371434607787,0.09725442465393441
0.0,9802067.0,0.07253588371288433,0.003839724354387525,0.021851522234969004,0.078,0.04,0.036,0.4357674881468349,0.9668611529020043
0.0,9899585.0,0.08559094651780191,-0.03399901382884954,0.017592918860102842,-0.107,-0.098,0.138,-0.5114095670314132,-0.5637415146520475
0.0,9997102.0,0.07012732934513216,0.0182212373908208,0.004537856055185257,-0.009,0.044,0.048,0.7333486417438886,-0.13734620255637486
0.0,10143325.0,0.04562290664713177,0.04913101844364037,0.01706932008450454,0.042,-0.021,-0.227,-0.0907173915724004,0.18219230631439606
0.0,10240846.0,0.06080727113948244,0.01715658654710426,0.014922565104551517,0.047,-0.001,-0.107,-0.008556493935495887,0.41386422878572937
0.0,10338349.0,0.08691739674931762,0.017435839227423353,0.020525072003453316,0.066,0.059,-0.588,0.09938543479866001,0.1112231673627885
